TraceFinder Compound Database Export,Schema Version 1,,,,,,,,,,,,,,,,,,
,,,,,,,PEAK 1,,,,,,,,,,PEAK 1 CONFIRMINGS,,
dA M0,XIC,C10H13N5O3,Metabolomics,,ESI,5000,,252.10864,M+H,+,1,4.1,60,,40,,,250.09425,0
dA M1,XIC,C10H13N5O3,Metabolomics,,ESI,5000,,253.11199,M+H,+,1,4.1,60,,40,,,252.10864,0
dA M10,XIC,C10H13N5O3,Metabolomics,,ESI,5000,,262.14214,M+H,+,1,4.1,60,,40,,,252.10864,0
dA M2,XIC,C10H13N5O3,Metabolomics,,ESI,5000,,254.11534,M+H,+,1,4.1,60,,40,,,252.10864,0
dA M3,XIC,C10H13N5O3,Metabolomics,,ESI,5000,,255.11869,M+H,+,1,4.1,60,,40,,,252.10864,0
dA M4,XIC,C10H13N5O3,Metabolomics,,ESI,5000,,256.12204,M+H,+,1,4.1,60,,40,,,252.10864,0
dA M5,XIC,C10H13N5O3,Metabolomics,,ESI,5000,,257.12539,M+H,+,1,4.1,60,,40,,,252.10864,0
dA M6,XIC,C10H13N5O3,Metabolomics,,ESI,5000,,258.12874,M+H,+,1,4.1,60,,40,,,252.10864,0
dA M7,XIC,C10H13N5O3,Metabolomics,,ESI,5000,,259.13209,M+H,+,1,4.1,60,,40,,,252.10864,0
dA M8,XIC,C10H13N5O3,Metabolomics,,ESI,5000,,260.13544,M+H,+,1,4.1,60,,40,,,252.10864,0
dA M9,XIC,C10H13N5O3,Metabolomics,,ESI,5000,,261.13879,M+H,+,1,4.1,60,,40,,,252.10864,0
dAMP M0,XIC,C10H13N5O4,Metabolomics,,ESI,5000,,332.07545,M+H,+,1,16.8,60,,40,,,,
dAMP M1,XIC,C10H13N5O4,Metabolomics,,ESI,5000,,333.0788,M+H,+,1,16.8,60,,40,,,332.07545,0
dAMP M2,XIC,C10H13N5O4,Metabolomics,,ESI,5000,,334.08215,M+H,+,1,16.8,60,,40,,,332.07545,0
dAMP M3,XIC,C10H13N5O4,Metabolomics,,ESI,5000,,335.0855,M+H,+,1,16.8,60,,40,,,332.07545,0
dAMP M4,XIC,C10H13N5O4,Metabolomics,,ESI,5000,,336.08885,M+H,+,1,16.8,60,,40,,,332.07545,0
dAMP M5,XIC,C10H13N5O4,Metabolomics,,ESI,5000,,337.0922,M+H,+,1,16.8,60,,40,,,332.07545,0
dAMP M6,XIC,C10H13N5O4,Metabolomics,,ESI,5000,,338.09555,M+H,+,1,16.8,60,,40,,,332.07545,0
dAMP M7,XIC,C10H13N5O4,Metabolomics,,ESI,5000,,339.0989,M+H,+,1,16.8,60,,40,,,332.07545,0
dAMP M8,XIC,C10H13N5O4,Metabolomics,,ESI,5000,,340.10225,M+H,+,1,16.8,60,,40,,,332.07545,0
dAMP M9,XIC,C10H13N5O4,Metabolomics,,ESI,5000,,341.1056,M+H,+,1,16.8,60,,40,,,332.07545,0
dAMP M10,XIC,C10H13N5O4,Metabolomics,,ESI,5000,,342.10895,M+H,+,1,16.8,60,,40,,,332.07545,0
dATP M0,XIC,C10H16N5O12P3,Metabolomics,,ESI,5000,,489.99355,M-H,-,1,24,60,,40,,,,
dATP M1,XIC,C10H16N5O12P3,Metabolomics,,ESI,5000,,490.9969,M-H,-,1,24,60,,40,,,489.99355,0
dATP M10,XIC,C10H16N5O12P3,Metabolomics,,ESI,5000,,500.02705,M-H,-,1,24,60,,40,,,489.99355,0
dATP M2,XIC,C10H16N5O12P3,Metabolomics,,ESI,5000,,492.00025,M-H,-,1,24,60,,40,,,489.99355,0
dATP M3,XIC,C10H16N5O12P3,Metabolomics,,ESI,5000,,493.0036,M-H,-,1,24,60,,40,,,489.99355,0
dATP M4,XIC,C10H16N5O12P3,Metabolomics,,ESI,5000,,494.00695,M-H,-,1,24,60,,40,,,489.99355,0
dATP M5,XIC,C10H16N5O12P3,Metabolomics,,ESI,5000,,495.0103,M-H,-,1,24,60,,40,,,489.99355,0
dATP M6,XIC,C10H16N5O12P3,Metabolomics,,ESI,5000,,496.01365,M-H,-,1,24,60,,40,,,489.99355,0
dATP M7,XIC,C10H16N5O12P3,Metabolomics,,ESI,5000,,497.017,M-H,-,1,24,60,,40,,,489.99355,0
dATP M8,XIC,C10H16N5O12P3,Metabolomics,,ESI,5000,,498.02035,M-H,-,1,24,60,,40,,,489.99355,0
dATP M9,XIC,C10H16N5O12P3,Metabolomics,,ESI,5000,,499.0237,M-H,-,1,24,60,,40,,,489.99355,0
dC M0,XIC,C9H13N3O4,Metabolomics,,ESI,5000,,226.08333,M-H,-,1,5.3,60,,40,,,,
dC M1,XIC,C9H13N3O4,Metabolomics,,ESI,5000,,227.08668,M+H,-,1,5.3,60,,40,,,226.08333,0
dC M2,XIC,C9H13N3O4,Metabolomics,,ESI,5000,,228.09003,M+H,-,1,5.3,60,,40,,,226.08333,0
dC M3,XIC,C9H13N3O4,Metabolomics,,ESI,5000,,229.09338,M+H,-,1,5.3,60,,40,,,226.08333,0
dC M4,XIC,C9H13N3O4,Metabolomics,,ESI,5000,,230.09673,M+H,-,1,5.3,60,,40,,,226.08333,0
dC M5,XIC,C9H13N3O4,Metabolomics,,ESI,5000,,231.10008,M+H,-,1,5.3,60,,40,,,226.08333,0
dC M6,XIC,C9H13N3O4,Metabolomics,,ESI,5000,,232.10343,M+H,-,1,5.3,60,,40,,,226.08333,0
dC M7,XIC,C9H13N3O4,Metabolomics,,ESI,5000,,233.10678,M+H,-,1,5.3,60,,40,,,226.08333,0
dC M8,XIC,C9H13N3O4,Metabolomics,,ESI,5000,,234.11013,M+H,-,1,5.3,60,,40,,,226.08333,0
dC M9,XIC,C9H13N3O4,Metabolomics,,ESI,5000,,235.11348,M+H,-,1,5.3,60,,40,,,226.08333,0
dC M9N1,XIC,C9H13N3O5,Metabolomics,,ESI,5000,,236.11052,M+H,-,1,5.3,60,,40,,,226.08333,0
dC M9N2,XIC,C9H13N3O6,Metabolomics,,ESI,5000,,237.10756,M+H,-,1,5.3,60,,40,,,226.08333,0
dC M9N3,XIC,C9H13N3O7,Metabolomics,,ESI,5000,,238.1046,M+H,-,1,5.3,60,,40,,,226.08333,0
dCDP M0,XIC,C9H15N3O10P2,Metabolomics,,ESI,5000,,386.01599,M+H,-,1,19.7,60,,40,,,,
dCDP M1,XIC,C9H15N3O10P3,Metabolomics,,ESI,5000,,387.01934,M+H,-,1,19.7,60,,40,,,386.01599,0
dCDP M2,XIC,C9H15N3O10P4,Metabolomics,,ESI,5000,,388.02269,M+H,-,1,19.7,60,,40,,,386.01599,0
dCDP M3,XIC,C9H15N3O10P5,Metabolomics,,ESI,5000,,389.02604,M+H,-,1,19.7,60,,40,,,386.01599,0
dCDP M4,XIC,C9H15N3O10P6,Metabolomics,,ESI,5000,,390.02939,M+H,-,1,19.7,60,,40,,,386.01599,0
dCDP M5,XIC,C9H15N3O10P7,Metabolomics,,ESI,5000,,391.03274,M+H,-,1,19.7,60,,40,,,386.01599,0
dCDP M6,XIC,C9H15N3O10P8,Metabolomics,,ESI,5000,,392.03609,M+H,-,1,19.7,60,,40,,,386.01599,0
dCDP M7,XIC,C9H15N3O10P9,Metabolomics,,ESI,5000,,393.03944,M+H,-,1,19.7,60,,40,,,386.01599,0
dCDP M8,XIC,C9H15N3O10P10,Metabolomics,,ESI,5000,,394.04279,M+H,-,1,19.7,60,,40,,,386.01599,0
dCDP M9,XIC,C9H15N3O10P11,Metabolomics,,ESI,5000,,395.04614,M+H,-,1,19.7,60,,40,,,386.01599,0
dCDP M9N1,XIC,C9H15N3O10P12,Metabolomics,,ESI,5000,,396.04318,M+H,-,1,19.7,60,,40,,,386.01599,0
dCDP M9N2,XIC,C9H15N3O10P13,Metabolomics,,ESI,5000,,397.04022,M+H,-,1,19.7,60,,40,,,386.01599,0
dCDP M9N3,XIC,C9H15N3O10P14,Metabolomics,,ESI,5000,,398.03726,M+H,-,1,19.7,60,,40,,,386.01599,0
dCMP M0,XIC,C9H14N3O7P,Metabolomics,,ESI,5000,,306.04966,M-H,-,1,16.5,60,,40,,,,
dCMP M1,XIC,C9H14N3O7P,Metabolomics,,ESI,5000,,307.05301,M-H,-,1,16.5,60,,40,,,306.04966,0
dCMP M2,XIC,C9H14N3O7P,Metabolomics,,ESI,5000,,308.05636,M-H,-,1,16.5,60,,40,,,306.04966,0
dCMP M3,XIC,C9H14N3O7P,Metabolomics,,ESI,5000,,309.05971,M-H,-,1,16.5,60,,40,,,306.04966,0
dCMP M4,XIC,C9H14N3O7P,Metabolomics,,ESI,5000,,310.06306,M-H,-,1,16.5,60,,40,,,306.04966,0
dCMP M5,XIC,C9H14N3O7P,Metabolomics,,ESI,5000,,311.06641,M-H,-,1,16.5,60,,40,,,306.04966,0
dCMP M6,XIC,C9H14N3O7P,Metabolomics,,ESI,5000,,312.06976,M-H,-,1,16.5,60,,40,,,306.04966,0
dCMP M7,XIC,C9H14N3O7P,Metabolomics,,ESI,5000,,313.07311,M-H,-,1,16.5,60,,40,,,306.04966,0
dCMP M8,XIC,C9H14N3O7P,Metabolomics,,ESI,5000,,314.07646,M-H,-,1,16.5,60,,40,,,306.04966,0
dCMP M9,XIC,C9H14N3O7P,Metabolomics,,ESI,5000,,315.07981,M-H,-,1,16.5,60,,40,,,306.04966,0
dCMP M9N1,XIC,C9H14N3O7P,Metabolomics,,ESI,5000,,316.07685,M-H,-,1,16.5,60,,40,,,306.04966,0
dCMP M9N2,XIC,C9H14N3O7P,Metabolomics,,ESI,5000,,317.07389,M-H,-,1,16.5,60,,40,,,306.04966,0
dCMP M9N3,XIC,C9H14N3O7P,Metabolomics,,ESI,5000,,318.07093,M-H,-,1,16.5,60,,40,,,306.04966,0
dCTP M0,XIC,C9H16N3O13P3,Metabolomics,,ESI,5000,,465.98232,M-H,-,1,22.8,60,,40,,,,
dCTP M1,XIC,C9H16N3O13P3,Metabolomics,,ESI,5000,,466.98567,M-H,-,1,22.8,60,,40,,,465.98232,0
dCTP M2,XIC,C9H16N3O13P3,Metabolomics,,ESI,5000,,467.98902,M-H,-,1,22.8,60,,40,,,465.98232,0
dCTP M3,XIC,C9H16N3O13P3,Metabolomics,,ESI,5000,,468.99237,M-H,-,1,22.8,60,,40,,,465.98232,0
dCTP M4,XIC,C9H16N3O13P3,Metabolomics,,ESI,5000,,469.99572,M-H,-,1,22.8,60,,40,,,465.98232,0
dCTP M5,XIC,C9H16N3O13P3,Metabolomics,,ESI,5000,,470.99907,M-H,-,1,22.8,60,,40,,,465.98232,0
dCTP M6,XIC,C9H16N3O13P3,Metabolomics,,ESI,5000,,472.00242,M-H,-,1,22.8,60,,40,,,465.98232,0
dCTP M7,XIC,C9H16N3O13P3,Metabolomics,,ESI,5000,,473.00577,M-H,-,1,22.8,60,,40,,,465.98232,0
dCTP M8,XIC,C9H16N3O13P3,Metabolomics,,ESI,5000,,474.00912,M-H,-,1,22.8,60,,40,,,465.98232,0
dCTP M9,XIC,C9H16N3O13P3,Metabolomics,,ESI,5000,,475.01247,M-H,-,1,22.8,60,,40,,,465.98232,0
dCTP M9N1,XIC,C9H16N3O13P4,Metabolomics,,ESI,5000,,476.00951,M-H,-,1,22.8,60,,40,,,465.98232,0
dCTP M9N2,XIC,C9H16N3O13P5,Metabolomics,,ESI,5000,,477.00655,M-H,-,1,22.8,60,,40,,,465.98232,0
dCTP M9N3,XIC,C9H16N3O13P6,Metabolomics,,ESI,5000,,478.00359,M-H,-,1,22.8,60,,40,,,465.98232,0
dG M0,XIC,C10H13N5O4,Metabolomics,,ESI,5000,,268.10354,M+H,+,1,6.8,60,,40,,,152.0565,0
dG M1,XIC,C10H13N5O4,Metabolomics,,ESI,5000,,269.10689,M+H,+,1,6.8,60,,40,,,268.10354,0
dG M10,XIC,C10H13N5O4,Metabolomics,,ESI,5000,,278.13704,M+H,+,1,6.8,60,,40,,,268.10354,0
dG M2,XIC,C10H13N5O4,Metabolomics,,ESI,5000,,270.11024,M+H,+,1,6.8,60,,40,,,268.10354,0
dG M3,XIC,C10H13N5O4,Metabolomics,,ESI,5000,,271.11359,M+H,+,1,6.8,60,,40,,,268.10354,0
dG M4,XIC,C10H13N5O4,Metabolomics,,ESI,5000,,272.11694,M+H,+,1,6.8,60,,40,,,268.10354,0
dG M5,XIC,C10H13N5O4,Metabolomics,,ESI,5000,,273.6029,M+H,+,1,6.8,60,,40,,,268.10354,0
dG M6,XIC,C10H13N5O4,Metabolomics,,ESI,5000,,274.12364,M+H,+,1,6.8,60,,40,,,268.10354,0
dG M7,XIC,C10H13N5O4,Metabolomics,,ESI,5000,,275.12699,M+H,+,1,6.8,60,,40,,,268.10354,0
dG M8,XIC,C10H13N5O4,Metabolomics,,ESI,5000,,276.13034,M+H,+,1,6.8,60,,40,,,268.10354,0
dG M9,XIC,C10H13N5O4,Metabolomics,,ESI,5000,,277.13369,M+H,+,1,6.8,60,,40,,,268.10354,0
dGMP M0,XIC,C10H14N5O7P,Metabolomics,,ESI,5000,,346.05581,M-H,-,1,18,60,,40,,,,
dGMP M1,XIC,C10H14N5O7P,Metabolomics,,ESI,5000,,347.05916,M-H,-,1,18,60,,40,,,346.05581,0
dGMP M10,XIC,C10H14N5O7P,Metabolomics,,ESI,5000,,356.08931,M-H,-,1,18,60,,40,,,346.05581,0
dGMP M2,XIC,C10H14N5O7P,Metabolomics,,ESI,5000,,348.06251,M-H,-,1,18,60,,40,,,346.05581,0
dGMP M3,XIC,C10H14N5O7P,Metabolomics,,ESI,5000,,349.06586,M-H,-,1,18,60,,40,,,346.05581,0
dGMP M4,XIC,C10H14N5O7P,Metabolomics,,ESI,5000,,350.06921,M-H,-,1,18,60,,40,,,346.05581,0
dGMP M5,XIC,C10H14N5O7P,Metabolomics,,ESI,5000,,351.07256,M-H,-,1,18,60,,40,,,346.05581,0
dGMP M6,XIC,C10H14N5O7P,Metabolomics,,ESI,5000,,352.07591,M-H,-,1,18,60,,40,,,346.05581,0
dGMP M7,XIC,C10H14N5O7P,Metabolomics,,ESI,5000,,353.07926,M-H,-,1,18,60,,40,,,346.05581,0
dGMP M8,XIC,C10H14N5O7P,Metabolomics,,ESI,5000,,354.08261,M-H,-,1,18,60,,40,,,346.05581,0
dGMP M9,XIC,C10H14N5O7P,Metabolomics,,ESI,5000,,355.08596,M-H,-,1,18,60,,40,,,346.05581,0
dGDP M0,XIC,C10H15N5O10P2,Metabolomics,,ESI,5000,,426.02214,M-H,-,1,21.8,60,,40,,,,
dGDP M1,XIC,C10H15N5O10P3,Metabolomics,,ESI,5000,,427.02549,M-H,-,1,21.8,60,,40,,,426.02214,0
dGDP M2,XIC,C10H15N5O10P4,Metabolomics,,ESI,5000,,428.02884,M-H,-,1,21.8,60,,40,,,426.02214,0
dGDP M3,XIC,C10H15N5O10P5,Metabolomics,,ESI,5000,,429.03219,M-H,-,1,21.8,60,,40,,,426.02214,0
dGDP M4,XIC,C10H15N5O10P6,Metabolomics,,ESI,5000,,430.03554,M-H,-,1,21.8,60,,40,,,426.02214,0
dGDP M5,XIC,C10H15N5O10P7,Metabolomics,,ESI,5000,,431.03889,M-H,-,1,21.8,60,,40,,,426.02214,0
dGDP M6,XIC,C10H15N5O10P8,Metabolomics,,ESI,5000,,432.04224,M-H,-,1,21.8,60,,40,,,426.02214,0
dGDP M7,XIC,C10H15N5O10P9,Metabolomics,,ESI,5000,,433.04559,M-H,-,1,21.8,60,,40,,,426.02214,0
dGDP M8,XIC,C10H15N5O10P10,Metabolomics,,ESI,5000,,434.04894,M-H,-,1,21.8,60,,40,,,426.02214,0
dGDP M9,XIC,C10H15N5O10P11,Metabolomics,,ESI,5000,,435.05229,M-H,-,1,21.8,60,,40,,,426.02214,0
dGDP M10,XIC,C10H15N5O10P12,Metabolomics,,ESI,5000,,436.05564,M-H,-,1,21.8,60,,40,,,426.02214,0
dGTP M0,XIC,C10H16N5O13P3,Metabolomics,,ESI,5000,,505.98847,M-H,-,1,25.2,240,,40,,,,
dGTP M1,XIC,C10H16N5O13P3,Metabolomics,,ESI,5000,,506.99182,M-H,-,1,25.2,240,,40,,,505.98847,0
dGTP M10,XIC,C10H16N5O13P3,Metabolomics,,ESI,5000,,516.02197,M-H,-,1,25.2,240,,40,,,505.98847,0
dGTP M2,XIC,C10H16N5O13P3,Metabolomics,,ESI,5000,,507.99517,M-H,-,1,25.2,240,,40,,,505.98847,0
dGTP M3,XIC,C10H16N5O13P3,Metabolomics,,ESI,5000,,508.99852,M-H,-,1,25.2,240,,40,,,505.98847,0
dGTP M4,XIC,C10H16N5O13P3,Metabolomics,,ESI,5000,,510.00187,M-H,-,1,25.2,240,,40,,,505.98847,0
dGTP M5,XIC,C10H16N5O13P3,Metabolomics,,ESI,5000,,511.00522,M-H,-,1,25.2,240,,40,,,505.98847,0
dGTP M6,XIC,C10H16N5O13P3,Metabolomics,,ESI,5000,,512.00857,M-H,-,1,25.2,240,,40,,,505.98847,0
dGTP M7,XIC,C10H16N5O13P3,Metabolomics,,ESI,5000,,513.01192,M-H,-,1,25.2,240,,40,,,505.98847,0
dGTP M8,XIC,C10H16N5O13P3,Metabolomics,,ESI,5000,,514.01527,M-H,-,1,25.2,240,,40,,,505.98847,0
dGTP M9,XIC,C10H16N5O13P3,Metabolomics,,ESI,5000,,515.01862,M-H,-,1,25.2,240,,40,,,505.98847,0
Dihydrosphingosine M0,XIC,C18H39O2N,Metabolomics,,ESI,5000,,302.30536,M+H,+,1,2.3,60,,40,,,,
Dihydrouracil M0,XIC,C4H6N2O2,Metabolomics,,ESI,5000,,113.03565,M-H,-,1,7.5,60,,40,,,,
Dihydrouracil M1,XIC,C4H6N2O2,Metabolomics,,ESI,5000,,114.039,M-H,-,1,7.5,60,,40,,,113.03565,0
Dihydrouracil M2,XIC,C4H6N2O2,Metabolomics,,ESI,5000,,115.04235,M-H,-,1,7.5,60,,40,,,113.03565,0
Dihydrouracil M3,XIC,C4H6N2O2,Metabolomics,,ESI,5000,,116.0457,M-H,-,1,7.5,60,,40,,,113.03565,0
Dihydrouracil M4,XIC,C4H6N2O2,Metabolomics,,ESI,5000,,117.04905,M-H,-,1,7.5,60,,40,,,113.03565,0
Dihydroorotate M0,XIC,C5H6N2O4,Metabolomics,,ESI,5000,,157.02548,M-H,-,1,7.9,60,,40,,,,
Dihydroorotate M1,XIC,C5H6N2O5,Metabolomics,,ESI,5000,,158.02898,M-H,-,1,7.9,60,,40,,,157.02548,0
Dihydroorotate M2,XIC,C5H6N2O6,Metabolomics,,ESI,5000,,159.03248,M-H,-,1,7.9,60,,40,,,157.02548,0
Dihydroorotate M3,XIC,C5H6N2O7,Metabolomics,,ESI,5000,,160.03598,M-H,-,1,7.9,60,,40,,,157.02548,0
Dihydroorotate M4,XIC,C5H6N2O8,Metabolomics,,ESI,5000,,161.03948,M-H,-,1,7.9,60,,40,,,157.02548,0
Dihydroorotate M5,XIC,C5H6N2O9,Metabolomics,,ESI,5000,,162.04298,M-H,-,1,7.9,60,,40,,,157.02548,0
Dihydroxyacetone-P M0,XIC,C3H7O6P,Metabolomics,,ESI,5000,,168.99075,M-H,-,1,17,60,,40,,,,
Dihydroxyacetone-P M1,XIC,C3H7O6P,Metabolomics,,ESI,5000,,169.9941,M-H,-,1,17,60,,40,,,168.99075,0
Dihydroxyacetone-P M2,XIC,C3H7O6P,Metabolomics,,ESI,5000,,170.99745,M-H,-,1,17,60,,40,,,168.99075,0
Dihydroxyacetone-P M3,XIC,C3H7O6P,Metabolomics,,ESI,5000,,172.0008,M-H,-,1,17,60,,40,,,168.99075,0
Dimethylglycine M0,XIC,C4H9NO2,Metabolomics,,ESI,5000,,104.0706,M+H,+,1,6.7,60,,40,,,,
Dimethylglycine M1,XIC,C4H9NO3,Metabolomics,,ESI,5000,,105.07395,M+H,+,1,6.7,60,,40,,,104.0706,0
Dimethylglycine M2,XIC,C4H9NO4,Metabolomics,,ESI,5000,,106.0773,M+H,+,1,6.7,60,,40,,,104.0706,0
Dimethylglycine M3,XIC,C4H9NO5,Metabolomics,,ESI,5000,,107.08065,M+H,+,1,6.7,60,,40,,,104.0706,0
Dimethylglycine M4,XIC,C4H9NO6,Metabolomics,,ESI,5000,,108.084,M+H,+,1,6.7,60,,40,,,104.0706,0
L-DOPA M0,XIC,C9H11NO4,Metabolomics,,ESI,5000,,196.06153,M-H,-,1,11.3,60,,40,,,104.0706,0
L-DOPA M1,XIC,C9H11NO4,Metabolomics,,ESI,5000,,197.06488,M-H,-,1,11.3,60,,40,,,198.07608,0
L-DOPA M2,XIC,C9H11NO4,Metabolomics,,ESI,5000,,198.06823,M-H,-,1,11.3,60,,40,,,198.07608,0
L-DOPA M3,XIC,C9H11NO4,Metabolomics,,ESI,5000,,199.07158,M-H,-,1,11.3,60,,40,,,198.07608,0
L-DOPA M4,XIC,C9H11NO4,Metabolomics,,ESI,5000,,200.07493,M-H,-,1,11.3,60,,40,,,198.07608,0
L-DOPA M5,XIC,C9H11NO4,Metabolomics,,ESI,5000,,201.07828,M-H,-,1,11.3,60,,40,,,198.07608,0
L-DOPA M6,XIC,C9H11NO4,Metabolomics,,ESI,5000,,202.08163,M-H,-,1,11.3,60,,40,,,198.07608,0
L-DOPA M7,XIC,C9H11NO4,Metabolomics,,ESI,5000,,203.08498,M-H,-,1,11.3,60,,40,,,198.07608,0
L-DOPA M8,XIC,C9H11NO4,Metabolomics,,ESI,5000,,204.08833,M-H,-,1,11.3,60,,40,,,198.07608,0
L-DOPA M9,XIC,C9H11NO4,Metabolomics,,ESI,5000,,205.09168,M-H,-,1,11.3,60,,40,,,198.07608,0
Dopamine M0,XIC,C8H11NO2,Metabolomics,,ESI,5000,,154.08626,M+H,+,1,7.3,60,,40,,,,0
Dopamine M1,XIC,C8H11NO2,Metabolomics,,ESI,5000,,155.08961,M+H,+,1,7.3,60,,40,,,154.08626,0
Dopamine M2,XIC,C8H11NO2,Metabolomics,,ESI,5000,,156.09296,M+H,+,1,7.3,60,,40,,,154.08626,0
Dopamine M3,XIC,C8H11NO2,Metabolomics,,ESI,5000,,157.09631,M+H,+,1,7.3,60,,40,,,154.08626,0
Dopamine M4,XIC,C8H11NO2,Metabolomics,,ESI,5000,,158.09966,M+H,+,1,7.3,60,,40,,,154.08626,0
Dopamine M5,XIC,C8H11NO2,Metabolomics,,ESI,5000,,159.10301,M+H,+,1,7.3,60,,40,,,154.08626,0
Dopamine M6,XIC,C8H11NO2,Metabolomics,,ESI,5000,,160.10636,M+H,+,1,7.3,60,,40,,,154.08626,0
Dopamine M7,XIC,C8H11NO2,Metabolomics,,ESI,5000,,161.10971,M+H,+,1,7.3,60,,40,,,154.08626,0
Dopamine M8,XIC,C8H11NO2,Metabolomics,,ESI,5000,,162.11306,M+H,+,1,7.3,60,,40,,,154.08626,0
dRib M1,XIC,C5H10O4,Metabolomics,,ESI,5000,,134.05398,M-H,-,1,3.6,60,,40,,,133.05063,0
dRib M2,XIC,C5H10O4,Metabolomics,,ESI,5000,,135.05733,M-H,-,1,3.6,60,,40,,,133.05063,0
dRib M3,XIC,C5H10O4,Metabolomics,,ESI,5000,,136.06068,M-H,-,1,3.6,60,,40,,,133.05063,0
dRib M4,XIC,C5H10O4,Metabolomics,,ESI,5000,,137.06403,M-H,-,1,3.6,60,,40,,,133.05063,0
dRib M5,XIC,C5H10O4,Metabolomics,,ESI,5000,,138.06738,M-H,-,1,3.6,60,,40,,,133.05063,0
dRibP M0,XIC,C5H11O7P,Metabolomics,,ESI,5000,,213.01696,M-H,-,1,3.6,60,,40,,,,
dRibP M1,XIC,C5H11O7P,Metabolomics,,ESI,5000,,214.02031,M-H,-,1,3.6,60,,40,,,213.01696,0
dRibP M2,XIC,C5H11O7P,Metabolomics,,ESI,5000,,215.02366,M-H,-,1,3.6,60,,40,,,213.01696,0
dRibP M3,XIC,C5H11O7P,Metabolomics,,ESI,5000,,216.02701,M-H,-,1,3.6,60,,40,,,213.01696,0
dRibP M4,XIC,C5H11O7P,Metabolomics,,ESI,5000,,217.03036,M-H,-,1,3.6,60,,40,,,213.01696,0
dRibP M5,XIC,C5H11O7P,Metabolomics,,ESI,5000,,218.03371,M-H,-,1,3.6,60,,40,,,213.01696,0
dS7P M0,XIC,C7H15O9P,Metabolomics,,ESI,5000,,273.03809,M-H,-,1,16.8,60,,40,,,,
dS7P M1,XIC,C7H15O9P,Metabolomics,,ESI,5000,,274.04144,M-H,-,1,16.8,60,,40,,,273.03809,0
dS7P M2,XIC,C7H15O9P,Metabolomics,,ESI,5000,,275.04479,M-H,-,1,16.8,60,,40,,,273.03809,0
dS7P M3,XIC,C7H15O9P,Metabolomics,,ESI,5000,,276.04814,M-H,-,1,16.8,60,,40,,,273.03809,0
dS7P M4,XIC,C7H15O9P,Metabolomics,,ESI,5000,,277.05149,M-H,-,1,16.8,60,,40,,,273.03809,0
dS7P M5,XIC,C7H15O9P,Metabolomics,,ESI,5000,,278.05484,M-H,-,1,16.8,60,,40,,,273.03809,0
dS7P M6,XIC,C7H15O9P,Metabolomics,,ESI,5000,,279.05819,M-H,-,1,16.8,60,,40,,,273.03809,0
dS7P M7,XIC,C7H15O9P,Metabolomics,,ESI,5000,,280.06154,M-H,-,1,16.8,60,,40,,,273.03809,0
dT M0,XIC,C10H14N2O5,Metabolomics,,ESI,5000,,241.08274,M-H,-,1,3.2,60,,40,,,243.0972,0
dT M1,XIC,C10H14N2O5,Metabolomics,,ESI,5000,,242.08609,M-H,-,1,3.2,60,,40,,,241.08274,0
dT M10,XIC,C10H14N2O5,Metabolomics,,ESI,5000,,251.11624,M-H,-,1,3.2,60,,40,,,241.08274,0
dT M2,XIC,C10H14N2O5,Metabolomics,,ESI,5000,,243.08944,M-H,-,1,3.2,60,,40,,,241.08274,0
dT M3,XIC,C10H14N2O5,Metabolomics,,ESI,5000,,244.09279,M-H,-,1,3.2,60,,40,,,241.08274,0
dT M4,XIC,C10H14N2O5,Metabolomics,,ESI,5000,,245.09614,M-H,-,1,3.2,60,,40,,,241.08274,0
dT M5,XIC,C10H14N2O5,Metabolomics,,ESI,5000,,246.09949,M-H,-,1,3.2,60,,40,,,241.08274,0
dT M6,XIC,C10H14N2O5,Metabolomics,,ESI,5000,,247.10284,M-H,-,1,3.2,60,,40,,,241.08274,0
dT M7,XIC,C10H14N2O5,Metabolomics,,ESI,5000,,248.10619,M-H,-,1,3.2,60,,40,,,241.08274,0
dT M8,XIC,C10H14N2O5,Metabolomics,,ESI,5000,,249.10954,M-H,-,1,3.2,60,,40,,,241.08274,0
dT M9,XIC,C10H14N2O5,Metabolomics,,ESI,5000,,250.11289,M-H,-,1,3.2,60,,40,,,241.08274,0
dTMP M0,XIC,C10H14N2O6,Metabolomics,,ESI,5000,,321.04933,M-H,-,1,16.5,60,,40,,,,
dTMP M1,XIC,C10H14N2O7,Metabolomics,,ESI,5000,,322.05268,M-H,-,1,16.5,60,,40,,,321.04933,0
dTMP M2,XIC,C10H14N2O8,Metabolomics,,ESI,5000,,323.05603,M-H,-,1,16.5,60,,40,,,321.04933,0
dTMP M3,XIC,C10H14N2O9,Metabolomics,,ESI,5000,,324.05938,M-H,-,1,16.5,60,,40,,,321.04933,0
dTMP M4,XIC,C10H14N2O10,Metabolomics,,ESI,5000,,325.06273,M-H,-,1,16.5,60,,40,,,321.04933,0
dTMP M5,XIC,C10H14N2O11,Metabolomics,,ESI,5000,,326.06608,M-H,-,1,16.5,60,,40,,,321.04933,0
dTMP M6,XIC,C10H14N2O12,Metabolomics,,ESI,5000,,327.06943,M-H,-,1,16.5,60,,40,,,321.04933,0
dTMP M7,XIC,C10H14N2O13,Metabolomics,,ESI,5000,,328.07278,M-H,-,1,16.5,60,,40,,,321.04933,0
